"id","productId","name","description","category","weight","unit","price","dimensions","percentageOfBiologicalMaterials","isSellable","certificationSystem","cascadePrinciple","taricCode","gtin","circularPrinciple","circularPrincipleJustification","circularPrincipleMeasureable","circularPrincipleAssumption","digitalProductPassportUrl","durability","durabilityDifference","reparability","billOfMaterialDescription","productGroupId","wasteId","supplierId","importerName","importerEmail","importerPhone","importerAddress","manufacturerId","warehouseLocationId","productionLocationId","waterUsed","productCarbonFootprint","wasteFlowId","flags","outlier","validated"
"cmhj0x9vx003yl5019eqndm7m","ETFEHOSE83293","ETFE-Chemieschlauch","Formbeständiger, chemisch inerter Schlauch aus opal-weißem Fluorcarbon-Polymerwerkstoff ETFE, biegsam und schlagzäh, frei von extrahierbaren Bestandteilen, physiologisch unbedenklich und bioverträglich","ETFE","100","g",61,"0,5mm","74",True,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj0uxvn003wl501vbhf7blz","cmhj0x9vy0040l501mj86c9pm","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmhj0x9vy003zl5018tab4304","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",True
"cmhj2ct0c006sl501gxuwg22w","STHOSE13962","High-Tech-Edelstahl-Druckschlauch mit Gewindeanschlüssen","Ringwellschlauch aus Edelstahl 1.4404 mit 1-facher Edelstahl-Drahtumflechtung 1.4301 sowie beidseitigen Endhülsen","Edelstahl","100","g",125,"10mm","72",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj2balj006ql501c3y4sol7","cmhj2ct0d006ul501fueghccz","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
"cmhj176x4004sl501xq64vdnw","ETFEHOSE83333","ETFE-Chemieschlauch","Formbeständiger, chemisch inerter Schlauch aus opal-weißem Fluorcarbon-Polymerwerkstoff ETFE, biegsam und schlagzäh, frei von extrahierbaren Bestandteilen, physiologisch unbedenklich und bioverträglich","ETFE","100","g",198,"0,75mm","13",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj15c3f004ql501x4pj447w","cmhj176x5004ul50110qb9wa4","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{recycledWastePercentage}",True
"cmhj12wel004dl501022rh979","ETFEHOSE83331","ETFE-Chemieschlauch","Formbeständiger, chemisch inerter Schlauch aus opal-weißem Fluorcarbon-Polymerwerkstoff ETFE, biegsam und schlagzäh, frei von extrahierbaren Bestandteilen, physiologisch unbedenklich und bioverträglich","ETFE","100","g",61,"0,75mm","64",True,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj110eb004bl501wm6hnrrl","cmhj12wel004fl501p20nxke7","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
"cmhj0mzq5003fl501drsam4z9","ETFEHOSE83181","ETFE-Chemieschlauch","Formbeständiger, chemisch inerter Schlauch aus opal-weißem Fluorcarbon-Polymerwerkstoff ETFE, biegsam und schlagzäh, frei von extrahierbaren Bestandteilen, physiologisch unbedenklich und bioverträglich","ETFE","100","g",61,"0,25mm","70",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj0mt8j003dl501g74otg71","cmhj0mzq6003hl501rfnv8hj6","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
"cmhj1wj8t005tl501fgsqvrwl","STHOSE13958","High-Tech-Edelstahl-Druckschlauch mit Gewindeanschlüssen","Ringwellschlauch aus Edelstahl 1.4404 mit 1-facher Edelstahl-Drahtumflechtung 1.4301 sowie beidseitigen Endhülsen","Edelstahl","100","g",118,"8mm","69",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj1umfd005rl501dsu7u8i0","cmhj1wj8u005vl501s8i73fey","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
"cmhj1e3jc0057l501lrxfq3uy","ETFEHOSE19000","ETFE-Chemieschlauch","Formbeständiger, chemisch inerter Schlauch aus opal-weißem Fluorcarbon-Polymerwerkstoff ETFE, biegsam und schlagzäh, frei von extrahierbaren Bestandteilen, physiologisch unbedenklich und bioverträglich","ETFE","100","g",155,"1mm","11",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj1bqox0055l501b8pzce6o","cmhj1e3je0059l501xebc4xdj","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{billOfMaterial,billOfMaterialDescription,importer,packagings,warehouseLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{recycledWastePercentage}",True
"cmhj2m9si0081l501h7zf7zye","STHOSE13969","High-Tech-Edelstahl-Druckschlauch mit Gewindeanschlüssen","Ringwellschlauch aus Edelstahl 1.4404 mit 1-facher Edelstahl-Drahtumflechtung 1.4301 sowie beidseitigen Endhülsen","Edelstahl","100","g",141,"12mm","71",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj2l2j9007zl5015d7nc3s3","cmhj2m9si0083l501albckqv5","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
"cmhj2jl4a007ml50111najgbj","STHOSE13992","High-Tech-Edelstahl-Druckschlauch mit Gewindeanschlüssen","Ringwellschlauch aus Edelstahl 1.4404 mit 1-facher Edelstahl-Drahtumflechtung 1.4301 sowie beidseitigen Endhülsen","Edelstahl","100","g",201,"20mm","14",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj2i6xq007kl50162n17ywb","cmhj2jl4a007ol501nd3btzdj","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",True
"cmhj2gf7w0077l501mcg2kpfu","STHOSE13966","High-Tech-Edelstahl-Druckschlauch mit Gewindeanschlüssen","Ringwellschlauch aus Edelstahl 1.4404 mit 1-facher Edelstahl-Drahtumflechtung 1.4301 sowie beidseitigen Endhülsen","Edelstahl","100","g",113,"12mm","11",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj2eh4h0075l501m8mbxfjf","cmhj2gf7x0079l5015mrad7xe","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",True
"cmhj3d4c10092l501lbhsbh2m","POLYHOSE339536","Polyolefin-Schrumpfschlauch, Schrumpfrate 2:1 - bis +125 °C - schwarz","Hohe elektrische Durchschlagfestigkeit; wärmeschockbeständig (4 Std. bei +220 °C): keine Brüche, kein Fließen, kein Tropfen; Flexibilität nach Kälteeinfluss (4 Std. bei -55 °C) gegeben","Polyolefin","100","g",35,"1,2mm","59",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj3a0xa0090l501s71u533m","cmhj3d4c20094l501bxpiyhw4","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
"cmhj3pcr5009zl5018wh9brtq","POLYHOSE339538","Polyolefin-Schrumpfschlauch, Schrumpfrate 2:1 - bis +125 °C - schwarz","Hohe elektrische Durchschlagfestigkeit; wärmeschockbeständig (4 Std. bei +220 °C): keine Brüche, kein Fließen, kein Tropfen; Flexibilität nach Kälteeinfluss (4 Std. bei -55 °C) gegeben","Polyolefin","100","g",35,"1,2mm","58",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj3o983009xl5010qn1vx0i","cmhj3pcr600a1l501ziwvng9k","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
"cmhj3vzpx00ael501m07f3i3c","POLYHOSE339541","Polyolefin-Schrumpfschlauch, Schrumpfrate 2:1 - bis +125 °C - schwarz","Hohe elektrische Durchschlagfestigkeit; wärmeschockbeständig (4 Std. bei +220 °C): keine Brüche, kein Fließen, kein Tropfen; Flexibilität nach Kälteeinfluss (4 Std. bei -55 °C) gegeben"," Polyolefin","100","g",35,"4,8","62",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj3u61k00acl501ecavmtye","cmhj3vzpx00agl501clpaqqb5","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
"cmhj401jn00atl501phqk5tvt","POLYHOSE339547","Polyolefin-Schrumpfschlauch, Schrumpfrate 2:1 - bis +125 °C - schwarz","Hohe elektrische Durchschlagfestigkeit; wärmeschockbeständig (4 Std. bei +220 °C): keine Brüche, kein Fließen, kein Tropfen; Flexibilität nach Kälteeinfluss (4 Std. bei -55 °C) gegeben","Polyolefin","100","g",35,"19mm","3",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj3yt9d00arl501yrlohmip","cmhj401jo00avl5010fhdu1em","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{recycledWastePercentage}",True
"cmhj4345000b8l501ttagymgh","POLYHOSE339548","Polyolefin-Schrumpfschlauch, Schrumpfrate 2:1 - bis +125 °C - schwarz","Hohe elektrische Durchschlagfestigkeit; wärmeschockbeständig (4 Std. bei +220 °C): keine Brüche, kein Fließen, kein Tropfen; Flexibilität nach Kälteeinfluss (4 Std. bei -55 °C) gegeben","Polyolefin","100","g",35,"25,4","66",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj4181r00b6l5019d3jptvr","cmhj4345000bal501k4ha1zp2","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
"cmhj4m0an00c2l5012rs859eb","SLKHOSE48033","High-Tech-Glasseide-Schlauch mit Isoliermantel","Flexibler Sicherheits-Isolierschlauch aus dichtem Glasseiden-Geflecht mit kalibrierter, starker Silikonkautschuk-Ummantelung","Glasseide/Glasgewebe","100","g",130,"3mm","91",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj4kkse00c0l501cfrytgdb","cmhj4m0ao00c4l501j338q7pe","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
"cmhj68d6000f3l501amit0edj","PIPECLAMP350017","Rohrklemmleiste aus LDPE","Rohr-Klemmleisten aus LDPE für die betriebssichere, platzsparende Befestigung von Kunststoff- und Metallrohren, kunststoff-ummantelte Kupferrohre, sowie von Schläuchen und Kabeln","Rohrschellen und Rohrklemmen","100","g",44,"12mm","49",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj679v100f1l501t84z73nw","cmhj68d6000f5l501p2pm4lnh","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
"cmhj4gq4k00bnl5010zk1jhc0","SLKHOSE48031","High-Tech-Glasseide-Schlauch mit Isoliermantel","Flexibler Sicherheits-Isolierschlauch aus dichtem Glasseiden-Geflecht mit kalibrierter, starker Silikonkautschuk-Ummantelung","Glasseide/Glasgewebe","100","g",32,"3mm","93",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj4bok000bll501236v7e9n","cmhj4gq4l00bpl501eq4fzphd","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
"cmhj4tdmf00d4l501klh78d1s","SLKHOSE48037","High-Tech-Glasseide-Schlauch mit Isoliermantel","Flexibler Sicherheits-Isolierschlauch aus dichtem Glasseiden-Geflecht mit kalibrierter, starker Silikonkautschuk-Ummantelung","Glasseide/Glasgewebe","100","g",69,"8mm","90",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj4s9pu00d2l5018ruxt9ys","cmhj4tdmg00d6l501d674as7v","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
"cmhj4wm8i00djl501lexi7a6y","SLKHOSE48039","High-Tech-Glasseide-Schlauch mit Isoliermantel","Flexibler Sicherheits-Isolierschlauch aus dichtem Glasseiden-Geflecht mit kalibrierter, starker Silikonkautschuk-Ummantelung","Glasseide/Glasgewebe","100","g",299,"8mm","94",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj4v8lj00dhl501evtai487","cmhj4wm8j00dll501k6o8c462","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
"cmhj4qgnc00cpl501nwit0lg1","SLKHOSE48035","High-Tech-Glasseide-Schlauch mit Isoliermantel","Flexibler Sicherheits-Isolierschlauch aus dichtem Glasseiden-Geflecht mit kalibrierter, starker Silikonkautschuk-Ummantelung","Glasseide/Glasgewebe","100","g",88,"7,2mm","21",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj4pfws00cnl501nljfaeg2","cmhj4qgnc00crl501dzl5dxa4","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",True
"cmhj62m0b00e9l5017fndf6mf","PIPECLAMP350014","Rohrklemmleiste aus LDPE","Rohr-Klemmleisten aus LDPE für die betriebssichere, platzsparende Befestigung von Kunststoff- und Metallrohren, kunststoff-ummantelte Kupferrohre, sowie von Schläuchen und Kabeln","Rohrschellen und Rohrklemmen","100","g",34,"6mm","51",False,"N/A","N/A",NULL,NULL,False,NULL,False,NULL,NULL,"120","120","5","","cmhj5ze9q00e7l5019kgdtrjg","cmhj62m0c00ebl501bhb2uyv3","company-2","Schneider AG","contact@schneider-ag.de","+49 40 9876543","Second Avenue 45, 80331 Munich, Germany","company-1",NULL,NULL,"0","0","cmh0lp6x4000el501nm0zy7ey","{isSellable,billOfMaterial,billOfMaterialDescription,importer,variant,packagings,warehouseLocation,productionLocation,waterUsed,productCarbonFootprint,cascadePrinciple,certification,circularPrinciple,productionHistory,outliers,taricCode,gtin}","{}",False
